Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	LFQ intensity Primed+PRC2i 1	LFQ intensity Primed+PRC2i 2	LFQ intensity Primed+PRC2i 3	log2 fold change	p-value
Q15554;U3KQ35;H3BR06;H3BTA7;J3KSZ6;J3KSJ9;H3BR37;V9GYM1	Q15554;U3KQ35;H3BR06	Telomeric repeat-binding factor 2	TERF2	27.68793	27.51307	27.47785	27.77649	27.71345	27.57578	-0.128962835	0.66485262
Q15572;B7Z9B2;H3BR71;B3KUE8;H3BNH3;H3BR91;H3BUZ7	Q15572	TATA box-binding protein-associated factor RNA polymerase I subunit C	TAF1C	26.44242	26.0044	26.2826	26.32553	26.08863	26.00552	0.103245417	0.256758311
Q15573;A8K4K5;B4DS21;Q5JRA7	Q15573;A8K4K5;B4DS21;Q5JRA7	TATA box-binding protein-associated factor RNA polymerase I subunit A	TAF1A	24.73552	21.848	25.74563	24.41629	23.96129	24.00024	-0.016220093	0.004512323
Q15583	Q15583	Homeobox protein TGIF1	TGIF1	26.24313	26.2298	25.75776	26.35498	26.00479	25.85816	0.004254023	0.006424855
Q15596;E7EWM1;Q569J4;H0YBB6;B4DPW8;A0A0B6XJZ8	Q15596;E7EWM1	Nuclear receptor coactivator 2	NCOA2	25.99034	26.16404	26.01776	25.99483	26.13363	26.29583	-0.08405304	0.33955083
Q15633;A8K3X2;F8VYK6;F8VZZ7;F8VP94;F8VYK3;F8VZ57;F8VTT7;B7Z1P5;H3BV98;F8VSA1;A0A024RB49;F8VW32	Q15633;A8K3X2;F8VYK6;F8VZZ7;F8VP94;F8VYK3;F8VZ57	RISC-loading complex subunit TARBP2	TARBP2	24.02825	24.42304	24.62929	23.70651	24.20426	24.5597	0.203365962	0.267660237
Q15642;M0R2H7	Q15642;M0R2H7	Cdc42-interacting protein 4	TRIP10	26.25093	26.51706	26.75034	26.26939	26.30016	26.38686	0.187306722	0.559518127
Q15643;H0YJ97;Q6MZL5;H0YJI2;G3V4R7	Q15643;H0YJ97;Q6MZL5	Thyroid receptor-interacting protein 11	TRIP11;DKFZp686C06243	28.53542	28.68532	28.51773	28.72351	28.8476	28.50028	-0.11097463	0.411174796
Q15645;H0YAL2	Q15645	Pachytene checkpoint protein 2 homolog	TRIP13	26.70398	27.01797	26.291	26.62255	26.61034	26.8147	-0.011545181	0.017375116
Q15648;B2RAG9;B4DSK7;J3QKZ7;J3KSD7	Q15648;B2RAG9;B4DSK7	Mediator of RNA polymerase II transcription subunit 1	MED1	28.1209	27.89995	28.18645	28.04833	28.11481	28.23471	-0.063514709	0.245139262
Q15650;H0YL91;H0YLN7;H0YK63;H0YKD9	Q15650;H0YL91	Activating signal cointegrator 1	TRIP4	24.38969	24.72801	24.56541	24.26377	24.24038	24.73603	0.147638321	0.320813669
Q15654;F2ZC06;Q71V88;A0A0D9SFS2;Q68D94;H7BZE2;F2ZC09	Q15654;F2ZC06;Q71V88;A0A0D9SFS2;Q68D94	Thyroid receptor-interacting protein 6	TRIP6;TRIP6i1;DKFZp686J22257	26.78893	26.81958	27.06456	26.46208	26.29929	26.5378	0.457965215	1.823445497
Q15691;B4DM33;A2VCR0	Q15691;B4DM33;A2VCR0	Microtubule-associated protein RP/EB family member 1	MAPRE1	29.94782	30.08525	30.37327	29.86031	30.00397	30.20571	0.112114588	0.281297142
Q15717;M0QZR9;M0R055	Q15717;M0QZR9	ELAV-like protein 1	ELAVL1	31.45391	31.46942	31.3509	31.31716	31.29904	31.54352	0.038167953	0.165251438
Q15738;C9JDR0	Q15738;C9JDR0	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	NSDHL	26.11625	26.52691	26.21756	25.58741	26.03246	26.51152	0.243109385	0.342171894
Q15742	Q15742	NGFI-A-binding protein 2	NAB2	24.65447	24.25415	24.71534	25.27764	24.27348	24.65234	-0.193168004	0.232117763
Q15753	Q15753			25.22604	24.67336	24.50513	25.20669	24.18873	23.99023	0.339625676	0.319896969
Q15785;B4DXU3;Q6ZPD0	Q15785;B4DXU3	Mitochondrial import receptor subunit TOM34	TOMM34	27.7805	28.10659	27.78669	27.80008	27.93994	27.91234	0.007141113	0.020537649
Q15788;A8K1V4;B5MCN7	Q15788;A8K1V4;B5MCN7	Nuclear receptor coactivator 1	NCOA1	23.0982	23.18306	23.25188	21.67398	23.75348	23.8375	0.089393616	0.042993531
Q15800;D6RDP9;D6R952;D6REA2	Q15800;D6RDP9;D6R952	Methylsterol monooxygenase 1	MSMO1	25.69718	25.94677	25.59423	25.90683	26.47107	26.47054	-0.536752065	1.172948461
Q15813;B7Z4X8	Q15813	Tubulin-specific chaperone E	TBCE	27.16471	27.21863	27.36486	27.22463	27.20639	27.01797	0.09973971	0.487273956
Q15814	Q15814	Tubulin-specific chaperone C	TBCC	24.31313	24.56784	24.73464	24.54079	24.36526	24.00505	0.234837214	0.515899086
Q15906;A0A1W2PPT2;B4DMP5	Q15906;A0A1W2PPT2;B4DMP5	Vacuolar protein sorting-associated protein 72 homolog	VPS72	25.88672	25.67702	25.42589	25.82165	25.69131	25.56793	-0.030421575	0.069991988
Q15907;H3BMH2;H3BSC1;A0A024R5Z8;P62491;B4DMN1;B4DQU5;M0R2D0	Q15907;H3BMH2;H3BSC1;A0A024R5Z8;P62491;B4DMN1	Ras-related protein Rab-11B;Ras-related protein Rab-11A	RAB11B;RAB11A	26.74868	27.18839	27.51946	27.01223	27.34545	27.56725	-0.15613238	0.221068781
Q15910;S4S3R8;A0A090N8E9;F2YMM1;Q75MP9;Q75MQ0;B7Z8K5;G3XAL2;Q59H64;Q6R125;B7Z8L6;E9PDH6;K7EIH5	Q15910;S4S3R8;A0A090N8E9;F2YMM1;Q75MP9;Q75MQ0	Histone-lysine N-methyltransferase EZH2	EZH2	27.34976	27.34138	26.97673	27.22453	27.06969	27.03779	0.111952464	0.340932116
Q15942;Q96AF9;B4DY85;H0Y2Y8;Q28617;Q9BUS0;B4DQR8;H7C3D3;C9IZ41;C9JJK5;H7C3R3	Q15942;Q96AF9;B4DY85;H0Y2Y8;Q28617;Q9BUS0;B4DQR8	Zyxin	ZYX	27.90357	28.02506	28.54749	28.11366	28.27853	28.20065	-0.038903554	0.066772498
Q16181;E7EPK1;A4GYY8;Q3LIE9;E7ES33;Q8TC62;B4DUD6;A0A023T695;B4DNE4;A0A024RA87;G3V1Q4;A8K3D0;B4DPQ6;Q59EY4;A4D1Y2;Q3B7A3;A0A0U1RRM2;Q5JXL7;A0A0U1RRE1;A0A0U1RRH9;A0A0U1RRD1;Q6ZU15;A0A0U1RQK0	Q16181;E7EPK1;A4GYY8;Q3LIE9;E7ES33;Q8TC62;B4DUD6;A0A023T695;B4DNE4;A0A024RA87;G3V1Q4;A8K3D0;B4DPQ6;Q59EY4	Septin-7	SEPT7;DKFZp686F17268;Nbla02942	28.50336	29.21563	29.55695	28.70365	29.23011	29.49781	-0.051879247	0.045682393
Q16186;B4DMP7;Q68E00;A0A087WX59;A0A087WUX6	Q16186;B4DMP7;Q68E00;A0A087WX59	Proteasomal ubiquitin receptor ADRM1	ADRM1;DKFZp686G2045	25.49402	25.79905	26.25859	25.40116	25.55973	26.1351	0.151888529	0.183984037
Q16352;Q59EM6;B4DE66	Q16352;Q59EM6	Alpha-internexin	INA	24.79917	24.49954	24.84364	24.5856	24.58932	25.05229	-0.028289795	0.05148783
Q16512;Q15523;K7EL10;K7EM57;K7EKY9	Q16512;Q15523	Serine/threonine-protein kinase N1	PKN1	24.88646	25.31903	25.24887	24.29838	25.0493	24.82508	0.427202861	0.755840265
Q16513;B1AL79;Q9UHS4;H0Y5V5;Q6P5W9	Q16513;B1AL79	Serine/threonine-protein kinase N2	PKN2	24.56128	25.06878	25.51947	24.50379	25.32072	25.60716	-0.094046275	0.076757764
Q16531;F5GY55;B7Z2A1;B4DSA8;B4DZP5;F5H2L3;F5GWI0;F5GZY8;F5GYG8;F5H198;B7Z859	Q16531;F5GY55;B7Z2A1;B4DSA8;B4DZP5	DNA damage-binding protein 1	DDB1	31.09453	31.03171	31.03302	31.0731	31.15031	31.19161	-0.085257212	0.988370559
Q16533;B2RC42	Q16533;B2RC42	snRNA-activating protein complex subunit 1	SNAPC1	23.94548	24.13359	23.92443	24.26599	24.31195	24.21104	-0.261829376	1.645184447
Q16594;D6RGK3;D6RIV9;D6RIE8;D6RHW1;D6RIY1	Q16594;D6RGK3;D6RIV9;D6RIE8;D6RHW1;D6RIY1	Transcription initiation factor TFIID subunit 9	TAF9	25.80435	25.88455	26.37602	26.01093	26.17632	26.46978	-0.197368622	0.369580645
Q16625;A0A0G2JMZ8;A8K3T2	Q16625;A0A0G2JMZ8;A8K3T2	Occludin	OCLN	27.37642	27.20807	26.77467	27.04635	27.08679	27.10089	0.041706085	0.081905044
Q16637;E7EQZ4;A0A1W2PRV5;I2E4T1;B4DP61;I3QJX8;A0A076L8Z0;I6T6Y4;I3QJX9;A0A0G2JRY6;I2E4T0;A0A0G2JRX5;A0A0G2JQN8;H0YBZ9;I2E4S7;I2E4T3;I2E4T2;I2E4S9;Q9UNT8	Q16637;E7EQZ4;A0A1W2PRV5;I2E4T1;B4DP61;I3QJX8;A0A076L8Z0;I6T6Y4;I3QJX9	Survival motor neuron protein	SMN1;SMN2	25.15182	24.53558	26.03723	25.33002	25.58778	25.51075	-0.234640121	0.204841818
Q16643;D6R9W4;B3KSQ7;D6RFI1;B7Z2Z0;D6R9Q9;D6RCR4	Q16643;D6R9W4;B3KSQ7	Drebrin	DBN1	29.20149	29.7819	30.28449	29.11207	29.69838	29.92465	0.177593231	0.169560092
Q16658;B3KTA3;B3KTM9;C9JFC0;A0A0A0MSB2;C9JPH9	Q16658;B3KTA3	Fascin	FSCN1	31.13136	31.15424	31.51291	31.31165	31.35862	31.35032	-0.074023565	0.233724539
Q16659;Q9UJ34	Q16659	Mitogen-activated protein kinase 6	MAPK6	22.4208	24.42662	24.64636	23.88185	24.24416	24.04101	-0.224412918	0.113758247
Q16706;A5PKX5	Q16706;A5PKX5	Alpha-mannosidase 2;Alpha-mannosidase	MAN2A1	25.17588	25.77017	26.57102	25.48714	26.19644	26.34109	-0.169202169	0.128645056
Q16763;K7EPJ1;Q6NXQ4;Q2QD04;K7EM75	Q16763;K7EPJ1;Q6NXQ4;Q2QD04	Ubiquitin-conjugating enzyme E2 S	UBE2S	26.85412	26.65294	27.01255	26.86018	26.85958	27.12672	-0.108955383	0.32731813
Q16778	Q16778	Histone H2B type 2-E	HIST2H2BE	32.93974	33.09361	32.77451	33.07001	32.98259	33.0445	-0.096415202	0.430851983
Q16881;A0A140VKC9;E9PIR7;B7Z2S5;A0A087WSW9;A0A182DWI3;B2R5P6;A0A024RBK9;A0A087WSY9;F8W809;Q6ZR44;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PKI4;E9PLT3;E9PQI3;A0A182DWF2;D3YTF8;Q59ET7;A0A182DWF3;B3KUQ5;A0A096LPK7;A4FTY4;E7EWK1;Q6M1B7;A0A096LPD9;Q9NNW7;Q17RE6	Q16881;A0A140VKC9;E9PIR7;B7Z2S5;A0A087WSW9;A0A182DWI3;B2R5P6;A0A024RBK9;A0A087WSY9;F8W809;Q6ZR44;E2QRB9;E9PKD3	"Thioredoxin reductase 1, cytoplasmic"	TXNRD1	27.48408	27.73622	28.37256	27.61625	27.67822	28.05393	0.081488927	0.098106849
Q1ED39;H3BPL4;H3BNU8;H3BMC9	Q1ED39	Lysine-rich nucleolar protein 1	KNOP1	29.78619	29.62293	28.93714	29.6422	29.36938	29.40261	-0.022648493	0.027759772
Q1HBJ4;P28482;B4DHN0;Q499G7	Q1HBJ4;P28482;B4DHN0;Q499G7	Mitogen-activated protein kinase;Mitogen-activated protein kinase 1	MAPK1	27.60738	27.79761	27.50605	27.42126	27.60745	27.81274	0.023196538	0.05654271
Q1I0L3;E7EVB6;B7Z6A9;E9PEY4;O60941;B7Z202;Q53QV1;B7Z258;Q53T51;Q53SF9;F8W9U0;Q53TC8;E9PE76;E7ES64	Q1I0L3;E7EVB6;B7Z6A9;E9PEY4;O60941;B7Z202	Dystrobrevin;Dystrobrevin beta	DTNB	26.06919	25.71843	26.14505	26.31527	26.59206	26.21505	-0.396570206	1.07667006
Q1KMD3;H3BQZ7	Q1KMD3;H3BQZ7	Heterogeneous nuclear ribonucleoprotein U-like protein 2	HNRNPUL2;HNRNPUL2-BSCL2	31.40988	31.105	31.36385	31.48621	31.31419	31.30677	-0.076146444	0.273861181
Q1RMC5;Q9HAW4;E7ESG2;Q05D30	Q1RMC5;Q9HAW4;E7ESG2	Claspin	CLSPN	24.70641	24.0974	24.70841	25.05263	24.65867	24.46326	-0.220780691	0.341934518
Q1W6G4;Q9NQ29;Q53G47;A8MYV2;B8ZZ10;D3DU41;B8ZZ09;B8ZZ12;F8WBC1;F2Z322;B8ZZ08	Q1W6G4;Q9NQ29;Q53G47;A8MYV2;B8ZZ10;D3DU41	Putative RNA-binding protein Luc7-like 1	LUC7L	28.84155	28.7759	28.30891	28.93798	28.57784	28.45313	-0.014196396	0.02133494
Q1XBU8;O75925;A4ZVS8;A4ZVS7;H3BSI8;H3BS65	Q1XBU8;O75925;A4ZVS8;A4ZVS7	E3 SUMO-protein ligase PIAS1	PIAS1	26.6309	26.55144	26.37476	27.00956	26.98218	26.39126	-0.275302251	0.568001613
Q27J81;A0A0A0MQU1	Q27J81;A0A0A0MQU1	Inverted formin-2	INF2	23.732	24.83966	25.025	25.26256	25.40263	24.8521	-0.640206655	0.665418221
Q2I0A6;Q20BG9;Q8WZ74;Q20BG7;Q20BI7;Q2I096;F8WB16;C9JFC9;C9JVQ6;C9J720;H0Y448;Q8N8L8	Q2I0A6;Q20BG9;Q8WZ74;Q20BG7;Q20BI7;Q2I096;F8WB16	Cortactin-binding protein 2	CTTNBP2	22.33693	23.28362	23.96816	23.82697	23.52456	23.11006	-0.290958405	0.219445232
Q2KHR3;B3KWV1;H0YCQ7;Q9H6S7;E9PQD3	Q2KHR3	Glutamine and serine-rich protein 1	QSER1	28.70872	28.53367	28.17488	28.61446	28.37993	28.09693	0.108655294	0.1919178
Q2L6I0;A0A1U9X8C5;Q96QC0;Q58F28	Q2L6I0;A0A1U9X8C5;Q96QC0;Q58F28	Serine/threonine-protein phosphatase 1 regulatory subunit 10	PPP1R10	28.26732	27.91085	27.99442	28.31393	28.07694	28.07765	-0.098644892	0.300342148
Q2LE71;B2R4D5;O15145;F8VR50;C9JZD1;B4DM63	Q2LE71;B2R4D5;O15145;F8VR50;C9JZD1;B4DM63	Actin-related protein 2/3 complex subunit 3	ARPC3	25.0431	24.88227	25.62268	24.72578	25.08286	23.9574	0.594008128	0.672326769
Q2M1V9;A0A0A0MTH9;O14981;Q8N6J1;Q59HB6;Q05C17;Q6PI32	Q2M1V9;A0A0A0MTH9;O14981	TATA-binding protein-associated factor 172	BTAF1	28.2889	28.35283	28.46579	28.29925	28.41913	28.46579	-0.025545756	0.131075454
Q2NKM7;A8MPP1;Q92771;F5GXJ8;F6WZM0;F5H235;B4DZY1;C9K0E8;B4DMS8;B4E115;B4DK70;F5GYY1;F5GXL6	Q2NKM7;A8MPP1;Q92771	Putative ATP-dependent RNA helicase DDX11-like protein 8;Putative ATP-dependent RNA helicase DDX12	DDX11;DDX11L8;DDX12P	25.50857	25.43847	25.51722	25.75111	25.59001	25.48407	-0.120304743	0.669318447
Q2NKX8;B5MDQ0	Q2NKX8;B5MDQ0	DNA excision repair protein ERCC-6-like	ERCC6L	27.92116	28.16514	27.17722	28.07623	27.87132	26.9249	0.130353928	0.101224413
Q2NL82;I3L1Q5;I3L4E8	Q2NL82	Pre-rRNA-processing protein TSR1 homolog	TSR1	30.11086	30.04843	30.03604	30.04388	29.96651	30.03865	0.048761368	0.6470802
Q2Q1W2	Q2Q1W2	E3 ubiquitin-protein ligase TRIM71	TRIM71	30.02314	29.97501	29.77357	29.67475	29.57313	29.44457	0.359753927	1.622841671
Q2TA77;A0A087WUY7;A0A024RC49;O75928;B4DGW0;K7ER97;K7EJT4;A0A0A0MS92	Q2TA77;A0A087WUY7;A0A024RC49;O75928	E3 SUMO-protein ligase PIAS2	PIAS2	25.33081	24.96314	24.95536	25.29719	25.44152	25.22291	-0.237438838	0.785203554
Q2TAM5;E9PKH5;B4E082;A0A087X0W8;Q04206;E9PI38;E9PQS6;Q96F54;E9PKV4;Q96CP1;A0A087WVP0	Q2TAM5;E9PKH5;B4E082;A0A087X0W8;Q04206;E9PI38;E9PQS6;Q96F54;E9PKV4;Q96CP1;A0A087WVP0	Transcription factor p65	RELA	22.59243	22.85154	22.7645	22.64276	22.64524	22.46604	0.151477178	0.717552239
Q2TBE0;H7C3G7;H0YE03;Q6PIV4	Q2TBE0;H7C3G7;H0YE03	CWF19-like protein 2	CWF19L2	27.25025	27.01744	27.01861	27.33415	27.01063	27.00977	-0.022754033	0.059316505
Q2TSD2;Q01085;O15187;A8K5C4;E7ETJ9;E7ETC0;Q59G49;Q49AS9;A6NKZ9;B4DHS3	Q2TSD2;Q01085;O15187;A8K5C4;E7ETJ9;E7ETC0;Q59G49;Q49AS9	Nucleolysin TIAR	TIAL1	28.32612	28.27298	28.51138	28.44466	28.116	28.21452	0.111763	0.388428676
Q2TU84;A0A140VK69;P17174;B7Z1I2	Q2TU84;A0A140VK69;P17174;B7Z1I2	"Aspartate aminotransferase;Aspartate aminotransferase, cytoplasmic"	GIG18;GOT1	24.06382	24.14484	25.14763	24.58084	24.68035	24.69647	-0.200455983	0.223363889
Q2VIN3;Q96E39;A0A1B0GUK8;Q8N7X1	Q2VIN3;Q96E39	"RNA binding motif protein, X-linked-like-1"	RBMXL1	27.22131	26.8521	26.69604	27.28056	26.87666	26.82469	-0.070818583	0.121880039
Q2VPE5;O95049;Q96KB4;K7ESC0	Q2VPE5;O95049;Q96KB4	Tight junction protein ZO-3	TJP3	24.81402	24.66031	23.16884	24.74052	24.54887	24.09217	-0.24612999	0.16599154
Q2VPK5;H3BSW6;H3BPG4	Q2VPK5;H3BSW6	Cytoplasmic tRNA 2-thiolation protein 2	CTU2	23.11488	22.52085	23.63256	22.53426	23.15116	23.02658	0.185431798	0.190715017
Q32MN6;B4DPC1;Q5U0C8;Q32MN7;P20226;H0Y6D8;A0A1B0GVC6;Q6SJ96	Q32MN6;B4DPC1;Q5U0C8;Q32MN7;P20226;H0Y6D8	TATA-box-binding protein	TBP	24.63838	25.07664	24.48481	25.16392	25.0566	25.16951	-0.39673996	1.02876843
Q32NC0;A0A087X0E7;L7N2F3;W4VSQ2;Q8TBS0;K7EM84	Q32NC0;A0A087X0E7	UPF0711 protein C18orf21	C18orf21	23.21551	23.09877	22.67185	22.91244	22.90516	22.66867	0.166617711	0.381428269
Q32P41;G3V5X1;G3V494	Q32P41	tRNA (guanine(37)-N1)-methyltransferase	TRMT5	25.60798	25.57178	26.09422	25.47942	25.6174	26.24451	-0.02244695	0.025988099
Q32Q12;Q6FHN3;J3KPD9;P22392;E7ERL0;E5RHP0;F6XY72;C9K028	Q32Q12;Q6FHN3;J3KPD9;P22392;E7ERL0	Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B	NME1-NME2;NME2;NME1	29.95602	30.29494	30.84984	30.08828	30.35804	30.38772	0.088914871	0.116563109
Q3B726	Q3B726	DNA-directed RNA polymerase I subunit RPA43	TWISTNB	26.48962	26.25794	25.41264	26.44106	26.16691	26.43646	-0.294740677	0.362093523
Q3B7J4;O15504;C9JYA1;B2R7I1;B4DT96;F8WC66	Q3B7J4;O15504;C9JYA1;B2R7I1	Nucleoporin-like protein 2	NUPL2	26.85899	26.54734	26.58935	26.85031	26.69166	26.62045	-0.055578868	0.177414561
Q3LIE7;Q15392;B7ZAV4;B7Z919;H7C4B7;B7Z546;B7Z943	Q3LIE7;Q15392;B7ZAV4;B7Z919;H7C4B7;B7Z546	Delta(24)-sterol reductase	Nbla03646;DHCR24	28.72822	28.94394	28.83376	28.62411	28.86003	28.87637	0.048472722	0.179708226
Q3MHD2;K7ELG9;B4DUG4	Q3MHD2;K7ELG9;B4DUG4	Protein LSM12 homolog	LSM12	25.80191	26.21252	26.60682	25.57548	26.01065	26.40957	0.208517075	0.24640028
Q3SYF1;A0A087X0R6;Q9UMY4	Q3SYF1;A0A087X0R6;Q9UMY4	Sorting nexin-12	SNX12	21.27104	25.62826	25.69726	25.2418	25.35326	25.60312	-1.200541178	0.337843113
Q3T7C7;S4R2Z0;Q53F11;Q9H3H1;I6L9K0;Q3T7C5;Q3T7C6;S4R3U8;Q3T7C3;S4R2X1;B4DK89;B4E3K2;Q3T7B8	Q3T7C7;S4R2Z0;Q53F11;Q9H3H1;I6L9K0;Q3T7C5;Q3T7C6	"tRNA dimethylallyltransferase, mitochondrial"	TRIT1	23.45608	23.45513	24.21904	23.06013	23.46961	23.87998	0.240178426	0.277769312
Q3T8J9;A4PB67;A0A087WUE6;Q14BN2;A4PBF6;A4PB68;B2RCN4;Q53GT0;Q1ED43;Q9H986;Q9NXJ9;Q9H5U2;Q6IPZ3	Q3T8J9;A4PB67;A0A087WUE6;Q14BN2;A4PBF6;A4PB68;B2RCN4;Q53GT0	GON-4-like protein	GON4L	25.37607	25.06805	25.13786	25.33998	25.28577	25.30643	-0.116736094	0.545728959
Q3YEC7;H0Y4Z8;B3KXX7;Q9NWD6;Q9NW45;G3V154;B3KSV0;F2Z2T0;H0Y7H6	Q3YEC7;H0Y4Z8;B3KXX7;Q9NWD6;Q9NW45	Rab-like protein 6	RABL6	24.04627	24.90752	24.71461	24.06981	25.03141	24.82949	-0.087437312	0.078580463
Q3ZCM7;A0A075B736;Q5SQY0;A0A183YE00	Q3ZCM7;A0A075B736;Q5SQY0;A0A183YE00	Tubulin beta-8 chain	TUBB8	29.63218	29.73881	30.09836	29.58762	29.54385	29.74799	0.196631749	0.56713633
Q496C9;Q8TEA8;A0A087WZV9	Q496C9;Q8TEA8;A0A087WZV9	D-tyrosyl-tRNA(Tyr) deacylase;D-tyrosyl-tRNA(Tyr) deacylase 1	DTD1	25.37222	25.21886	25.66958	25.01244	24.84125	25.92311	0.161286672	0.168734232
Q496Y1;Q7Z3E2;B3KQ62;H0Y7V5;A0PJB6	Q496Y1;Q7Z3E2;B3KQ62;H0Y7V5	Coiled-coil domain-containing protein 186	C10orf118;CCDC186	23.51039	23.80233	22.81969	23.57231	23.9411	23.6147	-0.331899007	0.456162491
Q49A26;D3DUE6;K7EMM8;D3DUE7;K7EQB2;K7EPU6;K7EK70;K7ELL0	Q49A26;D3DUE6;K7EMM8;D3DUE7	Putative oxidoreductase GLYR1	GLYR1;N-PAC	30.39734	30.18068	29.90469	30.39387	30.18825	29.83592	0.021560033	0.033643135
Q49AN9;F5H013;P62308;A8MWD9;C9JVQ0	Q49AN9;F5H013;P62308;A8MWD9	Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15	SNRPG;SNRPGP15	28.07832	27.60251	28.37372	28.28039	27.91946	28.14292	-0.096072515	0.143722596
Q4G0F5;A0A024R3L9;H0YCI7	Q4G0F5;A0A024R3L9	Vacuolar protein sorting-associated protein 26B	VPS26B	22.60616	23.90307	23.84948	23.37849	23.88157	23.27242	-0.057922999	0.042600303
Q4G0J3;H0YA82;D6RFF0;A0A024RDH5;D6R9Z6;D6RF49;D6RAF3;D6RF22;Q96IZ8;D6RBH8	Q4G0J3;H0YA82	La-related protein 7	LARP7	27.90564	27.79625	27.60116	27.94531	27.66892	27.87631	-0.06249555	0.197338297
Q4J6C6;H7BZP6;H7C0M0;C9JMT4	Q4J6C6	Prolyl endopeptidase-like	PREPL	25.65012	25.5415	25.26338	25.67651	25.7285	25.61411	-0.188041051	0.717538206
Q4KMR3;Q12965;H0YNQ8;Q6ZNI9;O00160;H0YLE5;B0I1T1;Q4LE34;H0YN00;H0YLJ4;Q14779;B4DVP3;Q92827;M0QXU2	Q4KMR3;Q12965	Unconventional myosin-Ie	MYO1E	27.5819	27.70273	27.24236	27.65745	27.67243	27.29518	-0.032686234	0.06133229
Q4KWH8;Q86YU9	Q4KWH8	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1"	PLCH1	25.64031	25.91422	25.57181	25.42493	25.69713	25.72325	0.093677521	0.264141961
Q4LE43;P19174	Q4LE43;P19174	"Phosphoinositide phospholipase C;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"	PLCG1 variant protein;PLCG1	28.23091	28.40223	28.43647	28.304	28.58179	28.20867	-0.008285522	0.021469652
Q4LE48;Q8WVM7;Q68DW7;B4E2Q7;C9JJQ0;H7C595;F8WF82;F8WCB3	Q4LE48;Q8WVM7;Q68DW7;B4E2Q7	Cohesin subunit SA-1	STAG1 variant protein;STAG1;DKFZp781D1416	27.27853	27.10679	27.0591	27.44782	27.28445	26.96323	-0.083693186	0.205807949
Q4LE70;P25054;E9PFT7;A8K0K2;B7Z2B6;R4GMU6;Q9P119;Q9HAW6;E7EMH9;H3BNH8;Q7Z2Q8	Q4LE70;P25054;E9PFT7;A8K0K2;B7Z2B6	Adenomatous polyposis coli protein	APC variant protein;APC	23.48567	23.57335	23.83499	23.80075	23.28376	23.50603	0.101153692	0.214986311
Q4VBP4;A8K5C5;Q8N3R9;Q658X5;G3V2H1;G3V2B0	Q4VBP4;A8K5C5;Q8N3R9;Q658X5	MAGUK p55 subfamily member 5	MPP5;DKFZp666F1010	25.60332	25.66047	25.87195	26.00605	25.61074	25.85505	-0.112037023	0.326110836
Q4ZG32;Q9HCM4;Q59GC2	Q4ZG32;Q9HCM4	Band 4.1-like protein 5	EPB41L5	25.65905	25.37885	26.02591	25.93872	25.95469	25.82231	-0.217301051	0.493711775
Q4ZG55;C9JIG0	Q4ZG55	Protein GREB1	GREB1	22.28709	22.774	23.60184	22.74022	22.92194	22.28306	0.239236832	0.217382873
Q504Q3;B3KM61	Q504Q3	PAB-dependent poly(A)-specific ribonuclease subunit PAN2	PAN2	24.30862	25.19862	25.29946	24.61482	24.87042	24.69142	0.210016886	0.25809609
Q504R6;P51153;D3DV69;A0A024RB27;A0A087WWB9	Q504R6;P51153;D3DV69;A0A024RB27	Ras-related protein Rab-13	RAB13;hCG_1996054;hCG_24991	25.97778	26.36948	26.17817	24.71858	26.1778	26.37474	0.418096542	0.320800114
Q52LJ0;H0YNA1	Q52LJ0	Protein FAM98B	FAM98B	27.83714	28.07923	28.43893	28.13565	28.24055	28.56089	-0.193930308	0.375466485
Q52LR7;Q53SN6;E7ETK1;E9PBA8;Q53SL1;H7C0K5;C9J1X4	Q52LR7;Q53SN6	Enhancer of polycomb homolog 2;Enhancer of polycomb homolog	EPC2;DKFZP566F2124	24.36566	23.79174	24.00975	24.40178	24.32896	23.54816	-0.037249883	0.039512537
Q53EL0;Q53XS4;P29350;B4DTD7;B4DPS0;F5H0N8;F5GY79;F5H5H9;F5H1Z8;F5H1V7;F5H4Z1;F5GXD4;U3KQS1	Q53EL0;Q53XS4;P29350;B4DTD7;B4DPS0	Tyrosine-protein phosphatase non-receptor type;Tyrosine-protein phosphatase non-receptor type 6;Protein-tyrosine-phosphatase	PTPN6	27.498	27.42254	27.43149	28.15393	28.42758	27.11575	-0.448408127	0.487699968
Q53EL1;Q12768;E7EQI7;B4DLF2;E5RFU6	Q53EL1;Q12768;E7EQI7;B4DLF2	WASH complex subunit strumpellin	KIAA0196	26.58606	26.90495	26.99561	26.59477	27.25359	26.86254	-0.074759165	0.11946596
Q53EP0	Q53EP0	Fibronectin type III domain-containing protein 3B	FNDC3B	24.60586	24.92053	24.84451	24.65239	25.05246	24.77319	-0.03571701	0.083305359
